"","h1","h2","h3","inj12","inj3","fr","rep","sev"
"AC191865.2",0,0,1,0,1,0,0,0
"AL611987.1",0,0,1,0,1,0,1,0
"CT025619.1",1,0,0,1,0,1,1,0
"AC136518.1",0,0,1,0,0,0,0,0
"AC137513.1",0,0,0,1,1,0,1,1
"AC136987.2",0,0,1,1,0,0,0,1
"AC156543.1",0,0,0,0,1,0,1,1
"AC127697.2",0,0,0,0,1,1,1,0
"AL513352.1",0,0,1,0,0,1,0,1
"AC121517.2",0,0,0,1,0,0,1,1
"AC124532.2",1,1,0,0,0,1,1,1
"AL589670.5",1,0,0,0,1,1,1,0
"AC161165.6",0,1,1,0,0,1,0,0
"AL591952.3",0,0,0,0,0,0,0,1
"AC117197.3",0,0,1,0,0,1,0,0
"AC156026.1",0,0,0,0,1,1,1,1
"AC163633.1",0,1,1,1,0,0,0,1
"GM17783",0,0,0,0,0,0,1,0
"AC140300.1",1,1,1,0,0,0,1,0
"AC129178.1",0,1,1,0,0,0,1,1
"RIOK2",0,0,1,1,0,0,0,1
"AC161816.1",0,0,1,0,0,0,1,1
"AC163285.1",0,0,1,0,1,0,1,0
"AC154428.1",0,0,1,0,1,0,0,1
"AC159200.1",0,0,1,0,0,0,0,0
"AC126280.1",0,0,1,0,0,1,0,0
"AC160759.1",1,1,1,0,0,0,1,0
"CT573043.1",0,0,0,0,1,0,0,1
"AC154719.1",0,1,0,0,0,1,0,1
"CT030190.1",0,0,0,1,1,1,1,0
"AC154200.1",0,0,0,0,0,0,0,1
"AC135673.1",0,0,1,0,1,1,1,0
"AC126055.1",0,0,1,0,1,1,1,0
"AC131339.1",0,0,0,0,1,0,0,1
"AC087898.2",0,0,0,0,1,1,1,0
"AC163633.2",0,0,1,0,1,1,1,0
"AC129186.1",1,0,1,1,0,1,1,0
"AC125199.2",0,1,0,1,0,0,1,0
"AC130815.2",0,1,1,1,1,1,0,0
"AC122413.1",1,1,0,0,0,1,1,0
"AC165271.1",1,0,0,1,0,0,0,1
"AC166995.1",1,1,0,0,0,0,1,0
"AC154667.1",0,0,1,1,1,1,1,0
"CT009718.1",0,1,0,0,0,0,1,1
"AC078895.1",0,1,0,1,1,0,0,1
"AC154786.1",0,0,0,1,1,0,1,1
"AC154507.2",0,1,1,0,1,0,0,0
"AC127341.3",0,0,0,0,1,0,0,1
"9030404E10RIK",1,0,0,0,0,0,1,1
"AC110166.1",1,1,0,0,1,0,0,0
"AC117241.1",1,0,0,0,0,0,1,1
"A630089N07RIK",0,0,0,0,1,1,1,0
"CT027693.2",0,0,1,0,0,0,0,1
"AC154408.2",0,1,1,0,1,0,0,0
"AC122551.1",0,1,1,0,0,0,1,0
"AC125371.3",0,0,0,0,1,1,1,1
"AC162305.1",0,1,0,0,1,0,1,1
"AC121777.1",1,1,1,0,0,1,1,1
"AL589692.1",1,1,1,0,0,0,0,0
"AC122509.1",0,1,0,0,0,1,0,1
"AC172892.1",1,0,1,0,0,0,1,1
"AC154378.1",1,1,1,0,0,0,1,0
"AC154546.2",1,1,0,1,0,0,1,0
"AC154762.2",1,1,1,0,0,0,1,0
"AC163720.2",1,1,1,0,0,0,0,0
"AC108826.1",1,1,1,0,1,1,0,0
"4931420L22RIK",0,1,1,0,1,1,0,0
"AC154568.1",0,0,1,0,0,1,0,0
"CT025584.1",0,0,1,0,1,1,1,1
"AC161376.1",0,1,0,0,1,0,0,1
"AC034116.3",0,1,0,1,0,0,0,1
"CT009718.2",1,1,0,0,0,0,0,1
"AC173485.1",0,1,1,0,0,1,0,0
"CT010433.1",0,0,1,0,1,1,1,0
"GM3417",0,1,1,0,0,1,1,0
"AC122375.2",1,1,1,1,0,0,1,0
"CT025521.2",1,0,1,1,1,1,1,0
"AC164425.1",0,0,0,0,1,1,0,0
"AC154345.1",1,0,0,0,1,0,1,0
"CT010437.2",0,1,1,0,1,0,0,0
"AC129328.1",0,1,0,1,1,0,1,0
"AC135964.1",0,0,0,0,0,1,1,0
"AC140300.3",0,1,1,0,0,0,1,1
"AC154438.1",0,0,0,0,1,0,0,1
"AC166832.3",0,0,1,0,0,1,1,0
"AC110166.2",1,1,1,0,0,0,1,0
"AC123977.1",1,0,1,0,0,1,1,0
"AC140346.1",1,1,0,0,0,1,1,0
"AC138306.1",1,1,0,0,1,0,0,1
"AC158985.3",0,1,1,0,0,0,0,0
"AC154507.3",1,0,0,0,1,1,1,0
"1700102H20RIK",1,1,0,0,0,1,1,1
"AC165953.2",0,1,1,0,1,0,1,0
"AC114990.2",0,1,0,0,0,0,1,0
"AC165953.3",0,1,1,0,0,1,1,1
"AC122413.2",0,0,1,0,0,1,1,1
"CT025521.3",0,0,0,0,1,0,1,1
"AC164424.1",0,0,0,0,0,1,1,0
"AC127341.5",0,0,0,1,1,0,0,1
"AC110241.2",1,0,0,1,1,0,1,0
"GM3435",1,1,1,0,1,0,0,0
"AC161607.1",1,0,1,0,0,1,1,0
"AC156023.3",0,1,1,0,1,0,1,0
"CT033750.2",0,1,0,1,1,1,0,0
"AC084822.2",0,0,0,1,1,1,1,0
"AC168220.3",0,0,1,0,0,1,1,0
"AC144408.3",0,0,0,0,1,1,0,1
"AC130815.3",0,0,0,0,1,0,1,1
"9030025P20RIK",0,1,1,0,1,0,1,0
"AC117662.4",0,0,0,0,0,0,1,1
"AC145744.1",1,0,1,0,0,1,1,0
"AC127568.1",1,1,0,1,1,0,1,0
"AC109204.1",0,1,1,0,0,0,1,0
"AC097366.1",0,1,0,0,0,0,1,1
"AC125199.4",1,0,1,1,0,0,1,0
"CT030713.2",1,0,0,0,0,0,1,1
"AC150035.3",0,0,0,0,0,0,1,1
"AC164314.2",1,0,0,0,1,1,0,1
"AC131339.4",0,1,1,0,1,1,1,0
"AC135964.2",0,0,0,1,1,1,0,0
"PSPN",1,0,1,1,1,0,1,0
"9330159F19RIK",0,0,1,1,1,1,0,0
"CCL24",1,1,0,0,1,1,0,0
"CRABP2",0,0,0,0,1,0,0,1
"TNFSF14",0,1,0,1,0,1,1,0
"CRYBA2",1,0,0,1,1,0,1,0
"TCF23",1,0,0,1,1,1,0,0
"TCAP",0,1,0,0,0,1,1,0
"OPTC",1,0,0,0,1,1,1,0
"ANKRD53",0,0,1,0,0,0,0,1
"SPINT4",0,0,1,1,0,0,1,0
"PRL8A2",0,0,0,1,1,1,0,0
"TACR2",0,0,1,0,0,0,1,0
"9530003J23RIK",1,1,0,1,0,1,0,0
"JSRP1",0,1,0,0,1,1,1,0
"CCL11",0,0,0,1,1,0,0,1
"SPATA20",0,0,0,1,1,0,0,1
"1700023F06RIK",0,0,1,0,0,0,1,1
"TUBAL3",0,1,0,0,0,1,1,0
"CARTPT",0,0,0,1,0,0,1,1
"S100Z",1,1,0,1,0,0,0,0
"FEZF2",1,0,1,0,0,1,0,0
"RGR",1,1,0,0,0,1,0,0
"ITIH4",0,0,1,1,0,0,0,0
"TDH",0,0,0,1,1,1,1,0
"NEFL",0,1,0,1,1,1,0,0
"NKX3-1",0,1,0,0,0,0,0,1
"JPH4",0,1,1,0,0,1,0,0
"SLC30A8",0,0,0,1,0,0,0,1
"SLURP1",0,0,0,0,1,0,0,1
"MELTF",0,0,0,0,1,1,1,0
"EMILIN2",0,0,0,0,0,0,0,1
"SCGB1A1",0,0,0,0,1,0,0,1
"GPHA2",1,0,1,0,1,1,0,0
"CST6",1,0,0,1,1,1,0,0
"GAL",0,0,0,0,1,0,0,1
"ODF3",0,1,1,1,0,0,0,0
"CFC1",1,0,0,1,0,1,0,0
"CCL20",1,0,0,0,1,1,1,0
"4933407L21RIK",0,0,0,1,1,0,1,0
"RGS1",1,0,0,1,1,1,1,0
"ACBD7",0,1,1,0,1,0,0,0
"MYOC",0,1,0,1,0,0,1,0
"SAPCD2",0,0,0,0,1,0,1,0
"IL1RN",0,0,0,0,1,1,0,1
"CHRNA1",1,1,0,1,0,0,1,0
"SIGLEC1",0,0,0,1,1,1,0,0
"SNPH",0,0,0,0,0,1,0,0
"SFRP2",0,0,0,0,0,1,1,0
"2310002L09RIK",1,0,1,1,1,0,0,0
"SIT1",1,1,0,0,0,1,0,0
"B4GALT2",0,0,0,0,1,1,0,1
"EREG",0,0,0,0,1,1,1,1
"2210010C04RIK",0,1,0,1,1,0,1,0
"PIANP",0,0,0,0,1,1,1,0
"CEACAM18",0,1,1,0,1,0,0,0
"LYVE1",0,0,0,1,1,1,1,0
"DKKL1",0,0,0,0,1,0,0,1
"ZP2",0,1,1,0,0,1,1,0
"SERPINA7",0,0,0,1,1,1,1,0
"DMRTC1A",0,0,0,1,0,0,0,1
"ZFP92",0,0,0,0,0,1,1,0
"1700012B09RIK",0,1,0,1,0,1,0,0
"DBNDD1",1,0,0,0,1,0,0,1
"RSPO4",0,0,0,1,1,1,0,0
"VSX1",0,1,0,0,0,0,1,0
"TRIM69",1,0,0,0,0,1,1,1
"STRC",1,1,0,0,1,1,1,0
"FGB",0,0,0,1,1,0,0,0
"PTGDR2",1,0,0,0,0,0,0,1
"FOXJ1",0,0,0,0,0,1,0,1
"CD300LD",1,0,0,0,0,1,1,0
"KRT17",0,0,0,1,1,0,0,1
"OLFR1509",1,1,0,0,1,0,0,0
"TMEM59L",0,1,0,1,1,1,0,0
"PRAMEL5",1,1,0,1,1,1,0,0
"NOV",0,1,0,0,1,1,0,0
"VGF",0,0,0,0,1,0,0,1
"H2-M11",0,0,0,0,1,1,1,0
"CCR7",1,1,0,1,1,0,0,0
"CSF3",0,0,0,1,1,0,0,1
"1700003F12RIK",0,0,1,0,0,0,1,1
"RGS4",0,0,0,0,0,1,0,0
"TXNDC8",0,0,1,1,1,0,0,0
"RLBP1",0,0,0,1,1,0,1,1
"DUSP26",0,1,0,0,1,1,0,0
"SAA4",1,1,0,1,0,0,0,0
"BTBD16",0,1,0,0,1,0,1,0
"4921522P10RIK",0,1,1,0,0,0,0,1
"A930016O22RIK",1,0,0,1,1,0,0,0
"NPPA",1,0,0,0,0,1,1,1
"H1FOO",0,0,1,0,0,0,0,1
"GJB5",1,0,0,0,1,0,1,0
"GPX2",0,0,0,0,1,0,1,0
"GPR151",0,0,0,0,1,0,0,1
"OLFR1370",1,0,0,1,0,1,1,0
"USP17LE",1,1,0,0,1,1,1,0
"TEDDM1B",0,0,0,1,1,0,0,1
"ZFP784",0,1,1,0,1,0,1,0
"OLFR544",0,0,0,1,0,0,1,0
"OTOS",1,0,0,0,0,1,1,1
"WFIKKN2",1,1,0,1,0,1,0,0
"VMN1R45",1,1,1,1,1,0,0,0
"P2RY4",1,1,0,1,1,0,1,0
"AMER3",0,1,0,0,1,0,0,0
"PENK",0,0,0,1,0,1,1,0
"ODF3L1",0,0,0,0,0,0,1,1
"AB041806",0,1,1,1,0,0,0,0
"PNMA2",0,0,1,0,0,0,0,1
"GJB4",0,0,0,0,1,1,1,1
"VMN1R74",1,0,1,0,1,0,0,0
"KLK9",1,1,0,0,1,1,1,0
"OLFR186",1,0,0,1,1,0,1,0
"NHLH2",1,1,1,0,0,0,1,0
"OLFR1366",0,1,0,0,1,1,0,0
"FBXW13",0,0,1,1,1,0,0,0
"OLFR173",0,1,0,0,1,0,1,0
"OLFR1183",0,1,0,1,0,0,0,1
"OLFR1404",0,0,0,1,0,0,0,1
"FZD9",1,0,1,0,1,0,0,0
"DEFB20",0,0,0,0,0,1,1,1
"PRSS46",0,1,0,0,1,0,1,0
"OTOP2",0,1,0,1,1,0,0,0
"OLFR125",0,1,1,1,1,0,0,0
"EMILIN3",1,1,0,0,1,0,0,0
"OLFR1356",0,1,0,0,1,0,0,1
"SIX1",1,1,1,0,0,0,0,0
"FAM181B",0,0,1,0,0,1,1,0
"OTOP1",1,0,0,0,0,0,1,1
"OLFR112",0,0,0,0,1,0,1,0
"FPR2",0,0,0,0,1,0,1,0
"LGALS7",0,0,0,0,1,0,0,1
"4930442H23RIK",0,0,0,0,0,0,1,1
"OAS1F",0,0,0,0,1,1,1,0
"1700016K19RIK",0,0,0,1,1,1,0,1
"DNAJC5G",0,1,1,0,0,0,0,0
"OLFR420",1,0,1,0,0,1,0,0
"SLC6A2",0,0,0,1,1,0,1,1
"TESCL",0,0,0,0,1,1,1,0
"GM14137",0,0,0,1,1,0,0,1
"S100A9",0,0,0,1,1,0,1,1
"BC043934",1,0,1,0,1,0,1,0
"APOL8",0,0,0,0,0,0,0,1
"LYPD3",0,0,0,0,1,0,1,1
"OLFR541",1,1,1,0,1,0,0,0
"SERPINA9",1,0,0,0,1,1,1,0
"CXCL2",0,0,0,0,1,1,0,0
"KCNJ14",0,0,0,1,1,0,0,1
"IFITM6",0,0,0,1,1,0,1,1
"KRT4",0,0,0,0,1,0,0,1
"OLFR60",0,0,1,0,0,0,0,1
"OLFR726",0,0,0,0,1,0,1,1
"NKPD1",0,0,0,1,0,0,1,1
"CSN1S2B",1,0,0,0,1,0,0,0
"VMN1R214",0,1,1,0,0,1,0,0
"OLFR777",0,0,1,0,0,1,1,1
"OLFR107",0,1,1,0,0,0,1,0
"SCGB3A1",0,0,0,0,1,0,1,0
"MT-ATP6",0,0,0,1,1,0,0,1
"CHRNA10",0,1,0,1,1,1,0,0
"KLK1B4",1,0,1,1,1,0,0,0
"VMN2R10",0,1,1,0,0,0,1,0
"GM10226",1,1,0,1,1,0,0,0
"OLFR458",0,1,0,0,1,0,1,1
"EFCAB1",0,0,0,0,1,0,1,1
"HIST1H3B",0,0,0,0,0,0,0,1
"HIST1H2BF",0,1,0,0,1,0,0,1
"HIST1H2AE",1,0,0,0,0,1,1,0
"HIST1H2AH",0,1,0,0,0,0,1,1
"HIST1H4N",0,0,1,0,0,1,1,0
"HIST1H4M",0,0,0,0,1,1,1,0
"GM5096",0,1,1,1,1,0,0,0
"GM10267",0,0,1,0,0,1,0,1
"DSG1A",0,1,0,1,1,1,0,0
"GM10287",0,0,1,0,1,0,0,0
"OLFR406",0,1,0,1,0,0,1,0
"OLFR403",0,0,1,1,0,0,1,0
"AADACL4",1,1,0,1,0,0,0,0
"OLFR1116",0,0,1,0,1,0,1,0
"CRYGE",0,0,0,0,1,1,0,0
"ACTL7A",0,1,1,0,0,0,0,0
"2410004P03RIK",0,1,1,0,1,0,0,1
"GM11397",0,0,0,0,1,0,1,0
"HIST1H2AD",1,1,0,1,0,0,1,0
"VMN1R208",0,0,1,0,0,1,1,1
"GM14525",0,0,0,1,0,0,1,0
"5930412G12RIK",0,0,1,0,1,0,1,0
"GM2016",0,1,1,1,0,1,0,0
"GM10490",0,0,0,0,1,1,1,0
"GM13305",0,0,0,0,0,0,1,1
"OLFR704",1,1,1,1,1,0,0,0
"OLFR618",0,1,0,0,0,1,1,0
"MRGPRX2",0,1,1,0,0,1,1,1
"SAA1",1,0,0,1,1,1,1,0
"ADH6B",0,1,0,1,0,0,0,0
"GM10720",0,0,0,1,0,0,1,1
"GCNT7",0,1,1,0,1,1,0,0
"TSPYL3",0,1,0,1,0,1,0,1
"DEFB25",0,0,1,0,1,0,1,0
"GM10775",0,0,1,0,0,0,0,1
"ACCSL",0,0,1,1,1,0,0,0
"OLFR1271",0,0,1,1,0,0,1,0
"OLFR1256",0,0,1,0,0,0,1,0
"OLFR1226",0,1,1,0,0,1,1,0
"OLFR1223",0,0,1,0,1,1,1,0
"OLFR1218",1,1,0,0,0,0,1,0
"OLFR73",1,1,0,1,1,0,0,0
"OLFR1155",0,1,1,1,0,0,0,0
"OLFR992",1,0,0,0,1,1,0,0
"LRRC55",0,0,1,0,0,1,1,0
"OLFR358",0,1,0,1,1,1,0,0
"6030408B16RIK",0,0,0,1,0,0,1,1
"GM5464",1,0,0,0,1,0,0,0
"SMOK3A",0,1,1,0,0,0,1,0
"TRAJ27",0,0,0,1,1,0,0,1
"IGLV1",1,1,1,0,0,1,0,0
"GM6096",1,0,0,0,1,1,1,1
"GM436",1,1,0,0,1,0,1,0
"GM13030",1,0,0,0,1,1,1,0
"VMN1R58",0,1,0,1,0,0,1,0
"GM11009",0,1,0,1,1,0,0,0
"GM11027",0,1,1,0,0,1,0,1
"GM13941",0,1,1,0,0,0,1,0
"AC132444.1",0,1,0,0,0,1,1,0
"GM3476",0,0,0,0,1,0,0,1
"4930402F06RIK",1,0,0,1,1,0,1,0
"H2-Q1",0,0,0,0,1,0,0,1
"GM11149",0,0,1,0,1,0,1,0
"GM5483",1,1,0,0,1,1,0,0
"SSXB6",0,0,0,1,0,0,0,1
"GM15294",0,0,1,0,1,1,1,0
"OLFR607",0,0,0,0,0,0,1,1
"SLFN14",0,0,0,0,0,1,0,1
"GM12974",1,0,1,0,1,0,1,0
"GM13794",0,0,1,0,0,0,1,1
"MIPEPOS",1,0,1,0,0,1,0,0
"RPTOROS",0,0,1,0,0,1,1,0
"GM13049",0,0,0,1,1,1,0,0
"F730035M05RIK",0,0,0,0,0,1,1,1
"GM4128",0,0,0,1,1,0,0,1
"E130120K24RIK",0,0,1,1,0,1,1,0
"GM13861",1,0,1,0,0,1,1,0
"A630050E04RIK",1,1,0,0,1,1,0,0
"PARD3BOS3",1,0,0,1,1,0,0,0
"GM14319",0,0,0,1,1,0,0,1
"GM12868",0,0,1,0,1,0,0,1
"GM11527",1,0,1,0,1,0,1,0
"GM16041",0,0,1,0,1,1,0,0
"GM12519",0,1,0,0,1,0,0,0
"TMEM238L",1,1,0,0,0,0,1,0
"GM11684",0,1,0,1,0,1,1,0
"LRRC75AOS2",0,1,0,0,1,1,0,0
"GM12050",1,1,0,1,0,0,1,0
"RAD51AP2",0,0,1,0,0,0,0,1
"GM12227",0,1,0,0,0,1,0,1
"GM15324",1,0,0,0,0,1,0,0
"GM15326",1,0,0,1,1,1,1,0
"GM15690",0,0,0,1,1,1,1,0
"GM11626",0,0,0,0,0,0,0,1
"GM13191",1,1,0,1,1,0,0,0
"PLATR13",0,0,0,0,1,1,0,1
"GM14582",0,0,0,0,1,1,1,0
"AI427809",1,0,0,0,1,0,1,0
"GM16069",1,0,0,0,1,0,1,0
"GM11770",0,1,1,0,0,0,0,1
"GM11465",0,1,0,1,1,1,1,0
"GM15288",1,1,0,0,0,1,0,0
"GM14210",0,0,1,0,1,0,0,1
"GM13530",0,0,0,0,1,0,0,1
"4930522O17RIK",1,1,0,0,0,0,1,0
"GM12316",0,1,0,0,0,1,1,0
"GM14154",1,0,0,0,1,0,1,0
"GM11730",0,0,0,1,1,1,0,1
"TRP73OS",1,1,1,0,0,0,0,0
"GM11399",1,1,0,0,0,0,0,0
"GM14230",1,0,0,0,1,1,0,0
"LIPO2",0,1,1,0,0,1,1,0
"GM15491",0,0,0,0,0,1,1,0
"GM15592",0,0,0,1,1,1,1,0
"RAB11FIP4OS1",0,0,1,1,1,0,0,0
"GM16322",0,1,1,0,0,0,0,0
"CD300LD5",1,1,1,1,0,0,1,0
"GM15524",0,0,1,0,0,1,0,0
"GM15734",0,1,1,0,0,0,1,1
"GM16239",0,0,1,1,1,0,0,1
"GM15872",1,1,0,0,0,0,1,0
"GM16161",0,0,0,0,0,1,1,0
"4930524O07RIK",0,0,1,0,0,0,0,1
"GM3327",0,0,0,1,1,1,1,0
"PRSS47",0,0,1,1,1,0,0,0
"ZSCAN4D",0,0,0,0,1,0,0,1
"GM3239",0,0,0,0,1,0,0,1
"GM3138",0,0,0,0,1,0,0,1
"AADACL2",0,1,0,0,1,1,0,0
"GM17093",0,0,0,0,1,1,0,0
"GM17387",0,1,1,1,1,0,0,0
"GM3752",0,0,0,0,1,1,0,1
"H60C",0,0,1,0,1,0,1,0
"VMN2R62",0,0,1,0,1,0,1,1
"VMN2R114",1,0,1,1,1,0,1,0
"GM10352",0,0,0,1,1,1,0,0
"PEG10",0,0,0,0,1,1,0,1
"PRPS1L1",1,0,0,1,0,0,0,1
"GM20479",1,1,0,1,1,1,0,0
"GM20508",0,0,0,1,0,0,0,1
"4921523L03RIK",0,1,0,1,1,0,0,0
"GM7970",0,0,0,0,1,0,1,1
"OLFR802",0,0,0,1,0,1,1,1
"GM20826",0,1,1,1,1,1,0,0
"GM21798",0,0,1,0,0,1,0,1
"VMN2R124",0,1,1,1,0,1,0,0
"AC133103.3",0,0,0,1,0,0,1,1
"OLFR898",0,1,0,1,1,0,1,0
"1500015L24RIK",0,0,0,0,1,0,0,1
"GM5416",1,0,1,0,1,0,1,1
"MUC3A",0,0,0,0,0,0,0,1
"IGHA",1,1,1,0,0,1,0,0
"GM3488",0,0,0,0,1,0,0,1
"GM10130",0,1,0,0,0,1,1,0
"GM8024",0,0,0,0,1,1,1,0
"ZSCAN4B",1,1,1,0,0,0,0,0
"GM15085",1,0,0,1,1,0,0,0
"OLFR741",0,0,1,0,1,1,0,0
"GM8246",0,0,0,0,1,0,0,1
"GM21964",0,0,0,1,1,0,0,1
"GM21761",1,0,0,0,0,1,1,1
"SAMD11",0,0,0,1,1,1,1,0
"4930474N05RIK",0,1,1,0,1,0,1,0
"OLFR92",0,0,0,1,0,1,1,1
"GM5169",0,1,0,1,0,1,0,0
"GM21861",1,0,0,0,1,1,0,0
"VMN2R32",0,0,0,0,0,1,1,1
"GM6309",0,0,1,0,0,0,0,1
"OLFR344",0,0,1,1,0,1,1,0
"GM3460",0,0,0,0,1,0,0,1
"VMN2R68",1,1,0,0,1,1,1,0
"1110036E04RIK",0,0,0,0,1,1,1,1
"4933440J02RIK",0,0,0,1,0,1,1,1
"GM26547",0,1,0,0,1,1,1,0
"PLATR6",1,0,0,0,1,0,1,0
"GM26580",0,0,0,0,0,1,0,0
"GM26597",0,0,0,1,0,0,0,1
"2010300F17RIK",0,0,0,0,1,1,1,0
"GM26732",1,1,1,0,1,1,0,0
"GM26774",0,1,0,1,0,0,0,0
"GM26666",0,0,1,0,0,0,0,1
"GM26891",0,0,1,1,0,0,0,1
"5830432E09RIK",0,0,0,1,1,0,0,1
"PLATR31",1,0,0,0,0,1,1,0
"GM26796",1,0,1,0,0,1,1,0
"GM26659",1,0,0,0,0,1,1,0
"PLATR4",0,0,0,0,0,0,1,1
"GM26863",0,0,0,1,1,1,0,0
"GM26643",0,0,0,1,0,1,0,1
"4930471D02RIK",0,1,0,0,1,1,1,0
"GM26899",0,0,1,0,0,1,1,0
"GM26553",1,1,1,0,0,0,0,0
"4930540M05RIK",0,0,0,0,0,0,0,1
"4930478K11RIK",0,0,0,1,1,0,1,0
"GM26868",0,1,1,0,0,0,0,1
"GM26838",1,0,0,1,1,0,1,0
"GM42418",0,0,0,0,0,0,0,1
"GM27204",0,1,1,0,0,0,1,1
"MROH6",0,0,1,0,0,0,1,1
"GM27179",1,1,1,0,0,1,0,0
"1700124L16RIK",0,0,1,0,1,1,0,0
"2310005E17RIK",0,0,0,1,1,0,0,0
"2900052N01RIK",0,1,0,0,1,0,1,0
"OLFR1215",0,0,1,0,1,1,0,1
"GM28087",0,1,0,0,0,1,0,0
"GM29053",1,0,0,0,0,0,1,0
"C230024C17RIK",0,0,0,0,1,1,1,0
"GM29601",0,1,0,1,1,0,0,0
"GM29264",1,0,0,0,1,0,1,0
"GM29611",0,1,1,1,0,1,0,0
"1700108J01RIK",0,1,0,1,0,0,1,0
"1700016G22RIK",0,0,0,1,1,0,0,1
"GM28676",0,1,0,0,0,0,0,1
"GM29459",0,1,0,0,1,0,0,0
"GM28553",0,1,0,0,1,0,1,0
"GM1627",0,0,1,0,1,1,0,0
"HIST1H3H",0,0,0,0,1,0,1,1
"1700109G14RIK",0,1,1,0,1,0,1,0
"GM28731",0,0,0,0,0,1,0,1
"GM28265",0,0,0,1,0,1,0,0
"GM29345",0,0,1,0,1,0,0,1
"GM5248",1,0,1,0,1,0,0,0
"HIST1H3I",0,1,0,0,1,0,1,1
"GM21294",0,1,1,0,1,1,0,0
"GM28387",0,0,1,0,0,1,1,0
"GM28913",0,0,0,0,1,0,0,1
"GM28887",1,0,1,1,0,0,0,0
"GM37041",1,1,1,0,1,0,0,0
"GM38251",1,0,1,0,0,1,0,0
"GM10857",0,0,0,1,1,1,1,0
"RNCR4",0,0,1,0,0,1,0,1
"GM37389",0,0,1,1,1,0,1,0
"GM31925",0,0,0,0,1,0,0,1
"GM37170",0,0,0,0,0,0,0,1
"GM15853",0,1,0,1,1,0,0,1
"4930448I06RIK",1,1,0,0,0,0,1,0
"RBAKDN",1,0,0,0,1,1,1,0
"GM43619",0,0,0,1,1,0,0,1
"GM43057",1,1,1,0,0,1,0,0
"GM42428",1,1,0,0,1,1,1,0
"IGLC3",0,0,1,1,1,1,0,0
"GM35065",0,0,1,0,1,0,0,0
"GM36831",0,1,1,0,1,0,0,1
"GM30648",1,1,1,0,0,0,0,1
"GM8066",1,0,0,0,0,1,1,1
"GM36793",1,0,0,0,1,0,1,0
"GM36211",0,0,0,0,1,1,1,0
"GM42604",1,0,0,0,0,0,1,0
"GM42750",1,0,1,1,0,0,1,0
"GM36186",0,0,1,1,1,1,0,0
"GM42761",0,1,1,0,0,1,0,0
"GM36669",0,0,0,0,0,0,0,1
"GM43129",1,1,1,0,0,0,1,0
"GM35216",0,0,0,0,0,1,1,0
"OLFR764-PS1",0,0,0,0,0,1,1,0
"C530044C16RIK",0,0,0,0,1,0,1,1
"GM44113",0,0,0,0,0,1,1,1
"GM44012",0,1,1,0,1,1,0,0
"GM44287",0,0,0,0,0,0,1,1
"GM44079",0,0,1,1,1,0,0,0
"GM43913",0,0,0,0,1,1,0,1
"GM44939",1,1,1,0,0,0,0,0
"OLFR465-PS1",0,1,1,0,0,0,0,0
"GM45054",0,0,0,1,1,0,0,0
"OLFR1310",0,1,1,0,0,0,1,0
"OLFR1293-PS",1,1,1,0,0,0,0,0
"GM44955",0,0,1,0,1,0,1,1
"GM44827",0,0,1,0,0,1,1,0
"GM44983",1,1,1,0,1,0,0,0
"GM44786",0,0,0,1,1,0,0,1
"GM36670",1,0,0,1,1,1,0,0
"GM45479",0,1,0,1,1,0,0,0
"GM33045",0,1,1,0,1,0,1,0
"GM35850",0,1,0,0,1,0,1,0
"GM45411",0,0,1,0,0,1,1,0
"GM38947",1,0,0,1,0,1,1,0
"OLFR839-PS1",1,0,0,1,0,0,1,0
"GM31432",0,0,1,0,1,0,1,0
"GM47785",0,0,0,1,0,1,1,0
"GM35177",0,1,0,1,1,0,0,0
"GM34654",0,0,0,0,0,0,0,1
"GM48483",0,1,1,1,0,1,0,1
"GM48284",0,1,1,1,0,1,0,0
"GM47326",1,1,1,0,0,0,0,0
"GM47136",1,1,0,1,0,1,1,0
"GM48545",1,0,1,0,1,0,1,0
"GM31408",0,0,1,1,1,1,0,0
"GM48724",1,1,0,0,1,1,1,0
"C330004P14RIK",0,1,0,0,1,0,0,1
"GM47027",0,0,1,0,1,1,1,1
"GM48324",0,1,1,0,0,0,1,0
"4930455C13RIK",1,0,0,0,1,0,0,1
"GM47972",0,0,0,0,1,1,0,1
"GM33677",0,1,1,1,0,0,1,0
"GM47915",0,0,0,1,1,0,1,0
"GM32443",0,0,0,0,1,0,0,1
"GM48709",0,0,0,0,0,1,0,0
"GM47267",1,0,1,0,0,1,0,0
"GM48538",0,0,1,1,1,0,0,0
"GM36426",0,0,0,0,1,0,1,1
"GM48350",0,1,1,0,1,0,0,0
"GM48626",1,0,1,0,0,0,1,0
"GM48313",0,0,0,0,0,0,0,1
"GM48453",1,0,0,0,1,1,0,1
"GM31393",0,0,0,0,1,1,1,0
"GM30411",1,1,0,0,1,0,1,0
"GM41177",0,1,1,0,0,0,0,1
"GM49390",0,0,0,0,1,0,0,0
"GM49305",0,0,0,0,1,1,0,1
"GM19510",0,0,0,0,1,0,1,1
"GM49077",0,0,1,0,0,0,0,1
"GM49225",0,1,1,0,0,1,0,0
"GM35167",0,0,0,0,1,0,1,1
"GM36146",1,0,1,1,1,0,0,0
"GM48970",0,0,1,0,1,1,1,0
"GM49092",0,0,1,0,1,0,0,0
